segment_id,osm_id,segment_polyline,segment_geometry,segment_centroid,BLOCKID10,num_spaces,rate_card,weekday_averages,weekend_averages
-8515512217466195827,479469527_4,wgnlFpxeuMAD,"LINESTRING(-77.039609 38.908276, -77.039641 38.908286)",POINT(-77.0396249999989 38.9082810000011),110010107002002,0,No Parking,"78,78,77,78,78,79,77,74,68,58,47,47,50,57,62,65,63,0,0,0,71,77,79,82","73,76,76,78,78,79,78,77,80,73,63,55,55,56,58,60,64,63,63,58,59,67,70,70"
-4068666950727155642,479469527_4,chnlFxyeuMCF,"LINESTRING(-77.039811 38.908343, -77.039853 38.908357)",POINT(-77.0398319999979 38.9083500000019),110010107002002,0,No Parking,"78,78,77,78,78,79,77,74,68,58,47,47,50,57,62,65,63,0,0,0,71,77,79,82","73,76,76,78,78,79,78,77,80,73,63,55,55,56,58,60,64,63,63,58,59,67,70,70"
-909121992542111705,935806772_0,qwmlFbtfuM?F,"LINESTRING(-77.044017 38.90569, -77.044063 38.90569)",POINT(-77.04404 38.9056900000023),110010107002009,0,No Parking,"71,70,70,70,72,73,70,61,48,36,27,28,29,35,41,46,50,51,53,60,76,82,87,88","76,78,79,80,82,82,80,76,74,65,53,47,46,46,47,50,55,58,59,59,61,71,74,75"
9105980910330944610,983121555_0,u~mlF~qeuMf@?,"LINESTRING(-77.038561 38.906833, -77.038561 38.906626)",POINT(-77.038561 38.9067295),110010107002018,0,No Parking,"38,38,37,37,38,40,37,0,0,0,0,19,21,22,26,31,35,0,0,0,55,64,68,65","36,41,40,42,43,48,45,42,46,37,28,23,23,24,25,27,32,33,34,32,39,50,55,54"
5486769375508552104,580463167_0,enllFhz_uMN?,"LINESTRING(-77.009166 38.899075, -77.009166 38.898985)",POINT(-77.009166 38.89903),110010047021021,0,No Parking,"44,44,47,49,53,56,56,59,0,0,0,40,44,49,57,64,70,67,74,86,90,91,93,92","71,73,72,72,74,77,78,79,83,80,73,67,68,69,70,73,78,81,85,86,89,91,93,91"
1522636986667066172,6054255_5,ukklFxaauM?`@,"LINESTRING(-77.015487 38.893549, -77.01566 38.893549)",POINT(-77.0155735 38.8935490000319),110010059001041,0,No Parking,"67,66,65,66,68,69,67,63,56,45,34,34,38,45,55,65,74,78,84,89,91,92,94,95","83,86,86,86,87,88,88,86,85,80,69,61,59,59,61,65,72,79,84,86,88,90,92,93"
-3546186704832745279,6054255_5,elklF|pauM?D,"LINESTRING(-77.01791 38.893632, -77.017945 38.893632)",POINT(-77.0179275 38.8936320000013),110010059001040,0,No Parking,"67,66,65,66,68,69,67,63,56,45,34,34,38,45,55,65,74,78,84,89,91,92,94,95","83,86,86,86,87,88,88,86,85,80,69,61,59,59,61,65,72,79,84,86,88,90,92,93"
-4703261253672334618,6054255_5,wkklF~pauM?D,"LINESTRING(-77.017922 38.89356, -77.017946 38.89356)",POINT(-77.017934 38.8935600000006),110010059001041,0,No Parking,"67,66,65,66,68,69,67,63,56,45,34,34,38,45,55,65,74,78,84,89,91,92,94,95","83,86,86,86,87,88,88,86,85,80,69,61,59,59,61,65,72,79,84,86,88,90,92,93"
1394027078797350748,6054255_5,ukklF|cauM?H,"LINESTRING(-77.015833 38.893549, -77.015879 38.893549)",POINT(-77.015856 38.8935490000023),110010059001041,0,No Parking,"67,66,65,66,67,69,67,63,56,45,35,34,38,46,55,65,74,78,84,89,92,92,93,95","84,85,85,85,87,87,87,86,85,80,69,62,60,60,62,66,73,79,84,87,88,90,92,93"
-6653167471445220736,6057544_2,ccllFnkauM??,"LINESTRING(-77.017039 38.897299, -77.017044 38.897299)",POINT(-77.0170415 38.897299),110010059001026,0,No Parking,"81,81,80,81,82,81,78,74,67,55,42,42,48,56,66,74,80,81,82,85,89,90,92,94","84,88,88,88,89,89,89,87,87,81,69,59,58,58,60,62,69,72,75,76,78,84,85,86"
5379316018529981762,50511273_0,m|klF``auMI?E?,"LINESTRING(-77.015211 38.896229, -77.015211 38.89631)",POINT(-77.015211 38.8962695),110010059001025,0,No Parking,"57,56,55,56,57,58,57,55,47,35,27,27,33,39,50,62,70,75,79,85,87,89,92,91","77,80,79,80,81,81,81,80,79,74,64,58,58,59,61,65,70,74,78,82,84,87,89,89"
-8622218863726548164,50511273_0,_`llF``auM[A,"LINESTRING(-77.015206 38.896804, -77.015204 38.896939)",POINT(-77.015205000001 38.8968715),110010059001025,0,No Parking,"57,56,55,56,57,58,57,55,47,35,27,27,33,39,50,62,70,75,79,85,87,89,92,91","77,80,79,80,81,81,81,80,79,74,64,58,58,59,61,65,70,75,78,82,84,87,89,89"
6823216492845134009,274292550_0,qrllFprauM?U,"LINESTRING(-77.018168 38.899769, -77.018064 38.899769)",POINT(-77.018116 38.8997690000115),110010059001015,0,No Parking,"76,76,76,76,77,79,76,0,0,0,0,62,65,70,77,80,84,0,0,0,87,89,90,87","76,80,80,81,83,83,83,83,86,82,75,67,64,65,65,67,71,73,73,73,75,79,80,76"
9189484431727572166,479480581_0,qkllFhm`uMDO,"LINESTRING(-77.012207 38.898653, -77.012135 38.898625)",POINT(-77.0121709999929 38.8986390000055),110010059001002,0,No Parking,"72,71,71,71,73,76,77,78,73,65,53,53,57,60,67,74,79,83,87,91,94,95,96,96","88,90,89,89,91,92,92,92,92,89,84,79,79,79,80,82,85,88,90,92,93,94,95,95"
-6399944009769584756,551434843_0,qmllF|g`uM?V,"LINESTRING(-77.011349 38.898971, -77.011466 38.89897)",POINT(-77.0114075000004 38.8989705000146),110010047021021,0,No Parking,"51,51,51,53,56,60,57,63,64,45,36,36,38,44,53,61,70,76,81,90,90,92,93,95","81,83,81,81,84,85,84,84,84,81,75,70,70,71,70,74,81,84,88,91,92,95,96,95"
5061877214560743404,551434843_0,qmllFxh`uM????????@D??????@???????????D@@@@@,"LINESTRING(-77.011489 38.89897, -77.011551 38.898903)",POINT(-77.0115200000146 38.8989365000041),110010047021021,0,No Parking,"51,51,51,53,56,60,57,63,64,45,36,36,38,44,53,61,70,76,81,90,90,92,93,95","81,83,81,81,84,85,84,84,84,81,75,70,70,71,70,74,81,84,88,91,92,95,96,95"
5635062848650882704,6055749_1,_rmlFjueuM?M,"LINESTRING(-77.0391 38.904796, -77.039031 38.904796)",POINT(-77.0390655 38.9047960000051),110010107001001,0,No Parking,"68,69,67,68,69,70,67,53,44,34,24,24,24,28,32,37,42,43,43,51,74,79,84,84","70,73,73,73,76,76,74,68,65,54,39,32,31,32,33,35,41,43,47,47,55,63,69,71"
288992691845803328,130889702_0,awmlFnneuM?v@?V,"LINESTRING(-77.037996 38.905614, -77.0384 38.905614)",POINT(-77.038198 38.905614000174),110010107001000,0,No Parking,"67,66,67,67,69,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0,63,70,81,83","76,75,73,74,76,79,79,76,76,69,56,48,49,49,50,53,59,59,58,58,63,70,75,75"
1347224064949057815,130889758_1,comlFhefuMA?,"LINESTRING(-77.041649 38.904345, -77.041649 38.904348)",POINT(-77.041649 38.9043465),110010107001002,0,No Parking,"71,71,71,71,72,73,70,70,0,0,0,22,23,28,32,38,42,0,0,0,76,80,85,84","81,80,81,83,84,84,83,77,73,63,50,43,42,42,42,45,51,54,56,58,61,67,72,72"
4309881056989228161,321477125_4,ybmlFbdguM?G,"LINESTRING(-77.046582 38.902368, -77.046536 38.902367)",POINT(-77.0465589999998 38.9023675000023),110010107001011,0,No Parking,"46,47,46,47,47,47,43,41,31,22,16,16,16,20,25,31,37,41,42,60,63,73,80,83","62,64,64,65,65,66,63,60,60,51,42,36,36,38,40,43,49,53,56,65,58,66,73,75"
1195154526452228147,353283535_2,ckmlFvyeuM?W,"LINESTRING(-77.039803 38.903699, -77.039676 38.903699)",POINT(-77.0397395 38.9036990000172),110010107001020,0,No Parking,"50,51,50,50,50,49,45,0,0,0,0,12,13,16,18,22,24,0,0,0,52,61,67,69","53,56,57,57,58,57,57,51,48,38,25,20,19,20,20,22,26,28,31,31,39,48,56,58"
84419602802767846,466349886_2,cfmlFxqguMQ?,"LINESTRING(-77.048771 38.902901, -77.048771 38.902991)",POINT(-77.048771 38.902946),110010107001007,0,No Parking,"59,57,57,57,59,63,61,0,0,0,0,22,24,29,33,37,36,0,0,0,63,72,82,83","63,67,65,66,69,71,71,70,69,61,49,43,44,45,47,49,54,56,59,59,63,69,75,77"
-1861800968266070527,589533582_0,_}llF|pfuMD?,"LINESTRING(-77.043507 38.901439, -77.043507 38.901412)",POINT(-77.043507 38.9014255),110010107001016,0,No Parking,"68,69,69,69,69,68,67,0,0,0,0,18,20,24,30,36,39,0,0,0,77,83,87,87","74,79,81,81,81,80,80,76,74,67,55,48,48,49,51,55,64,70,73,67,71,77,82,83"
-5721405483266764268,589533583_0,qullF`gfuM?[,"LINESTRING(-77.041931 38.900246, -77.041793 38.900246)",POINT(-77.041862 38.9002460000203),110010107001027,0,No Parking,"67,66,66,67,65,66,61,55,40,31,28,26,27,31,36,44,41,46,54,71,82,87,90,91","72,80,80,83,81,82,79,77,76,66,54,48,46,46,48,51,56,63,68,70,74,81,83,84"
430094718679827959,589533584_0,yullFhefuMC?E?,"LINESTRING(-77.041654 38.900291, -77.041654 38.900336)",POINT(-77.041654 38.9003135),110010107001030,0,No Parking,"55,56,55,55,55,55,51,0,0,0,0,18,19,24,28,35,35,0,0,0,79,83,88,88","69,73,73,73,74,73,72,68,64,54,37,32,30,31,33,36,42,56,57,60,67,74,80,80"
-5960417085486594206,589539536_2,oullFnbfuM?C,"LINESTRING(-77.0412 38.900244, -77.041184 38.900244)",POINT(-77.041192 38.9002440000003),110010107001030,0,No Parking,"69,68,68,70,70,70,67,0,0,0,0,32,33,35,45,54,62,0,0,0,81,87,90,91","78,84,83,86,84,86,83,82,79,70,58,51,50,51,54,56,62,68,73,74,78,84,86,87"
2376169615053570867,696737929_0,ckmlF`lfuM?A,"LINESTRING(-77.042729 38.903704, -77.042725 38.903704)",POINT(-77.042727 38.903704),110010107001014,0,No Parking,"65,66,65,66,66,66,62,0,0,0,0,20,22,27,32,38,42,0,0,0,68,76,82,85","71,74,74,76,76,77,76,72,68,56,40,34,33,33,35,37,43,48,54,54,60,71,75,76"
3547851882805441399,696806633_0,awmlFrmfuM?pA,"LINESTRING(-77.042983 38.905614, -77.043387 38.905614)",POINT(-77.043185 38.905614000174),110010107001003,0,No Parking,"77,80,78,79,79,81,80,70,58,45,34,31,32,37,44,51,45,46,50,61,64,71,76,75","72,81,81,82,83,85,83,81,79,71,56,48,46,47,48,51,58,54,53,50,54,61,67,67"
-3105999068753702616,696806633_0,awmlF`kfuM?@?F,"LINESTRING(-77.042567 38.905614, -77.042625 38.905614)",POINT(-77.042596 38.9056140000036),110010107001003,0,No Parking,"77,80,78,79,79,81,80,70,58,45,34,31,32,36,44,50,44,45,49,61,63,71,76,74","74,82,82,83,84,86,85,82,79,72,57,48,46,47,47,51,58,53,52,50,55,62,67,67"
8861894431041927088,697824964_0,owmlFx}euM?r@@B,"LINESTRING(-77.04045 38.905681, -77.040728 38.905675)",POINT(-77.0405890000059 38.9056780000824),110010107002017,0,No Parking,"61,61,61,61,61,62,57,0,0,0,0,27,29,32,37,45,47,0,0,0,70,80,84,79","61,63,63,64,65,68,66,63,63,52,37,29,29,29,31,33,39,42,42,41,50,61,67,62"
-1867867646975739688,983121553_4,kxmlFl~euMNt@,"LINESTRING(-77.040549 38.905815, -77.04082 38.905737)",POINT(-77.0406845000744 38.9057760000783),110010107002017,0,No Parking,"50,51,51,52,52,53,48,0,0,0,0,20,21,25,29,36,35,0,0,0,56,65,73,74","50,54,54,54,57,58,58,53,53,43,28,22,23,23,24,27,32,33,35,34,42,51,59,60"
2566902868735618528,321451472_2,i`olF~kguMAA,"LINESTRING(-77.047841 38.912211, -77.047832 38.912222)",POINT(-77.0478365000004 38.9122165000001),110010055001003,0,No Parking,"56,57,57,58,58,59,54,56,0,0,0,25,30,26,29,32,38,0,0,0,49,59,63,65","50,56,56,58,61,60,60,55,50,40,28,24,23,24,27,28,31,33,35,35,41,49,54,56"
-5601415370879365525,589905653_4,iynlFdaguM?A,"LINESTRING(-77.046107 38.911094, -77.046102 38.911094)",POINT(-77.0461045 38.911094),110010055001008,0,No Parking,"79,78,77,78,79,82,81,79,73,52,34,34,37,41,48,53,55,54,54,59,64,74,81,84","78,76,77,77,80,80,80,78,76,66,52,46,46,47,48,49,53,53,56,54,57,64,72,74"
-7603739661989201561,131520229_3,_unlFbdguMF?,"LINESTRING(-77.046584 38.9104, -77.046584 38.910364)",POINT(-77.046584 38.910382),110010055001015,0,No Parking,"60,59,58,59,61,63,59,47,41,29,19,20,24,25,29,35,39,39,41,50,67,74,81,85","60,62,63,64,67,68,66,61,60,49,34,29,30,31,33,35,40,42,46,47,48,61,67,70"
8210610131303010073,130889721_0,opnlF||fuM?H,"LINESTRING(-77.045434 38.909681, -77.04548 38.909681)",POINT(-77.045457 38.9096810000023),110010055001015,0,No Parking,"56,55,53,54,55,59,58,0,0,0,0,12,12,14,16,19,19,0,0,0,48,61,72,79","61,60,60,60,61,65,64,59,52,40,28,23,24,25,28,32,38,42,47,31,38,54,62,67"
2049723771877993415,589905707_0,urnlFpqguM??,"LINESTRING(-77.048734 38.910028, -77.048734 38.910032)",POINT(-77.048734 38.91003),110010055001017,0,No Parking,"71,71,71,71,73,74,71,68,56,45,32,32,34,40,49,60,66,0,0,0,66,74,81,84","71,74,74,76,78,78,77,75,73,64,49,43,42,43,45,48,52,55,57,58,59,67,73,75"
4401998417990305502,6063023_5,yinlFnhguM??,"LINESTRING(-77.04728 38.908611, -77.047285 38.908611)",POINT(-77.0472825 38.908611),110010055004000,0,No Parking,"53,54,53,54,56,58,54,44,39,29,16,17,19,23,27,30,34,35,37,43,58,65,72,76","54,56,55,56,59,60,61,56,54,46,35,31,31,33,35,38,43,46,51,47,51,59,65,68"
2159062529740633289,6063023_5,yinlFriguM?B,"LINESTRING(-77.047461 38.908611, -77.047484 38.908611)",POINT(-77.0474725 38.9086110000006),110010055004000,0,No Parking,"53,54,53,54,56,58,54,44,39,29,16,17,19,23,27,30,34,35,37,43,58,65,72,76","54,56,55,56,59,60,61,56,54,46,35,31,31,33,35,38,43,46,51,47,51,59,65,68"
5247825001591353452,131520229_5,ginlFvdguMJ?,"LINESTRING(-77.046676 38.908516, -77.046676 38.908462)",POINT(-77.046676 38.908489),110010055004001,0,No Parking,"44,44,44,45,48,52,53,51,46,34,18,17,21,23,27,29,31,31,33,35,43,49,58,61","50,54,53,55,56,57,57,55,51,43,29,26,27,27,30,32,35,37,41,40,44,53,59,61"
5961550746026478276,6063023_1,kinlF|{fuM?L,"LINESTRING(-77.045273 38.908539, -77.045342 38.908539)",POINT(-77.0453075 38.9085390000051),110010055005003,0,No Parking,"47,47,46,48,50,54,54,49,43,30,17,17,20,22,25,27,29,28,28,30,39,48,58,63","51,54,55,55,58,59,58,54,48,38,25,21,21,21,23,25,28,30,34,32,37,48,56,59"
5105458099560416108,6056258_2,e|mlFdifuM?D,"LINESTRING(-77.042265 38.906427, -77.0423 38.906427)",POINT(-77.0422825 38.9064270000013),110010107002020,0,No Parking,"75,74,74,77,78,80,78,78,62,48,34,33,34,38,44,50,55,56,56,62,68,77,81,80","78,81,81,83,85,83,83,78,75,67,53,46,45,46,47,51,58,61,60,60,66,73,69,68"
787722902125435163,6057754_1,sanlFrleuMs@?,"LINESTRING(-77.037701 38.907304, -77.037701 38.907564)",POINT(-77.037701 38.907434),110010107002001,0,No Parking,"45,46,46,46,47,49,47,41,36,28,20,19,19,21,24,28,32,33,32,35,46,52,58,55","44,49,48,49,52,53,52,46,44,36,25,21,21,22,24,26,30,31,30,30,34,37,45,49"
7535210401574263071,6061544_1,kymlFrgguMHQ,"LINESTRING(-77.047144 38.905979, -77.047051 38.905926)",POINT(-77.0470974999827 38.9059525000092),110010055003001,0,No Parking,"49,50,49,50,52,54,53,49,43,35,25,24,25,29,34,39,44,44,45,48,50,57,66,70","55,56,55,56,58,60,60,57,56,51,41,37,38,40,41,43,47,49,50,49,49,55,63,67"
1941133302142959018,130889759_0,gfnlFvpfuMP?,"LINESTRING(-77.04348 38.908045, -77.043481 38.907955)",POINT(-77.0434805000003 38.908),110010107002005,0,No Parking,"66,66,66,66,67,67,63,0,0,0,0,27,29,34,39,46,44,0,0,0,62,72,79,82","67,67,68,69,71,70,68,64,60,48,33,28,28,29,31,33,37,39,43,44,46,60,65,68"
4110501916128705241,130889759_3,w~mlFxpfuMJ?,"LINESTRING(-77.043487 38.906836, -77.043488 38.906782)",POINT(-77.0434875000002 38.906809),110010107002009,0,No Parking,"55,56,53,53,55,57,56,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,71,77","74,68,66,68,68,70,69,56,50,40,27,23,23,23,24,26,30,32,36,38,42,54,61,63"
-6843101572426377166,130889759_3,i`nlFdpfuMH?,"LINESTRING(-77.043387 38.907095, -77.043389 38.907041)",POINT(-77.0433880000004 38.907068),110010107002010,0,No Parking,"55,56,53,53,55,57,56,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,71,77","74,68,66,68,68,70,69,56,50,40,27,23,23,23,24,26,30,32,36,38,42,54,61,63"
3119444225964898712,131520229_8,y_nlFddguM??,"LINESTRING(-77.046586 38.907012, -77.046586 38.907009)",POINT(-77.046586 38.9070105),110010055003000,0,No Parking,"40,40,40,41,45,49,50,47,42,31,18,18,22,22,25,27,29,28,31,31,41,47,55,59","48,49,48,49,51,54,54,51,47,40,29,26,26,27,29,31,36,37,40,37,41,52,58,59"
8197329385868487742,215306712_4,oanlFtpguM?Z,"LINESTRING(-77.048592 38.907281, -77.048731 38.907281)",POINT(-77.0486615 38.9072810000206),110010055004002,0,No Parking,"64,64,63,64,67,69,66,63,56,46,27,27,30,34,40,42,45,45,46,49,64,71,76,76","61,65,63,65,67,70,70,68,65,60,50,47,47,48,50,52,56,57,60,54,57,64,68,71"
2407312006301178368,215307087_0,aanlF`efuM?M,"LINESTRING(-77.04161 38.907213, -77.041541 38.907213)",POINT(-77.0415755 38.9072130000051),110010107002012,0,No Parking,"67,68,67,67,68,69,64,47,48,39,28,28,29,31,37,43,48,46,46,51,67,78,83,84","70,71,71,72,73,74,71,68,68,58,42,34,36,36,38,41,47,47,49,48,50,63,65,67"
-8959961322158322056,346627397_1,ymnlF|ifuMAB,"LINESTRING(-77.042385 38.909255, -77.042406 38.909262)",POINT(-77.0423954999995 38.9092585000005),110010107002003,0,No Parking,"75,76,75,75,75,76,72,68,57,46,32,33,38,47,55,65,39,37,36,44,63,71,78,79","72,73,75,76,76,76,74,71,69,58,42,34,33,33,35,35,38,41,41,39,44,57,64,65"
-4980397760336723430,996836101_1,aanlFj~fuMTR,"LINESTRING(-77.04566 38.907208, -77.045762 38.907099)",POINT(-77.0457110000392 38.9071535000111),110010107002008,0,No Parking,"56,57,57,57,59,62,58,48,42,32,21,21,21,25,29,31,34,34,36,41,63,72,76,77","63,63,64,64,67,69,67,62,61,51,39,34,34,35,37,39,43,46,47,47,51,59,64,63"
-3949908271589231036,6054252_0,{kklFjdfuM?T?@,"LINESTRING(-77.041502 38.893577, -77.041619 38.893575)",POINT(-77.0415605000008 38.8935760000146),110010108002023,0,No Parking,"91,90,90,91,91,91,90,89,87,83,78,79,83,87,91,93,83,85,87,92,96,97,97,97","92,93,93,93,94,94,93,93,93,91,87,83,81,81,81,83,86,90,92,92,93,95,95,96"
-3355276077719085112,6054252_0,{kklFr_fuM?J,"LINESTRING(-77.04074 38.89358, -77.040798 38.89358)",POINT(-77.040769 38.8935800000036),110010108002023,0,No Parking,"91,90,90,91,91,91,90,89,87,83,78,79,83,87,91,93,83,85,87,92,96,97,97,97","92,93,93,93,94,94,93,93,93,91,87,83,81,81,81,83,86,90,92,92,93,95,95,96"
2781007991932480087,6054252_0,}kklFhxeuM?@?J,"LINESTRING(-77.039574 38.893586, -77.039643 38.893586)",POINT(-77.0396085 38.8935860000051),110010108002023,0,No Parking,"91,90,90,91,91,91,90,89,87,83,78,79,83,87,91,93,83,85,87,92,96,97,97,97","92,93,93,93,94,94,93,93,93,91,87,83,81,81,81,83,86,90,92,92,93,95,95,96"
-4782530684220089617,45838763_0,{jklF~hduMK?,"LINESTRING(-77.032 38.89342, -77.032 38.893483)",POINT(-77.032 38.8934515),110010062021027,0,No Parking,"67,67,67,68,68,69,65,31,25,19,12,12,13,15,18,19,24,30,34,53,82,84,89,90","68,69,71,72,75,75,74,70,68,58,44,36,34,33,34,37,46,58,67,69,73,80,82,82"
-8650958806199912144,50428545_0,g{klFhqguM?^,"LINESTRING(-77.048691 38.896036, -77.048852 38.896038)",POINT(-77.0487714999989 38.8960370000276),110010108003006,0,No Parking,"57,56,55,56,58,61,60,57,48,38,27,28,30,35,40,48,55,57,63,68,70,78,83,85","71,74,73,74,76,78,78,76,73,64,52,47,47,47,47,50,56,60,65,67,69,75,80,82"
504510575966332391,50799230_2,qxllFnoguM?L,"LINESTRING(-77.048397 38.900731, -77.048466 38.900731)",POINT(-77.0484315 38.9007310000051),110010108001003,0,No Parking,"53,54,53,54,54,56,54,49,37,27,19,18,19,23,30,35,40,41,44,50,57,64,72,76","68,71,71,71,73,74,72,69,65,56,45,40,39,40,41,43,47,49,52,55,57,64,72,74"
-937290792716191196,70948802_0,mwklFt`duM?M,"LINESTRING(-77.030672 38.895426, -77.030603 38.895431)",POINT(-77.0306375000012 38.8954285000051),110010062021025,0,No Parking,"68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,70,73,74,76,77,76,70,60,44,26,20,18,19,19,21,27,32,39,44,52,60,68,69"
4849399924227825262,130772939_0,{`llFbvguMCH,"LINESTRING(-77.049461 38.896936, -77.049508 38.896962)",POINT(-77.0494844999957 38.8969490000024),110010108003005,0,No Parking,"63,63,63,64,65,66,62,0,0,0,0,29,32,35,43,51,56,0,0,0,77,84,89,91","72,74,74,75,77,79,78,75,72,63,52,47,48,48,50,53,59,62,67,69,71,81,84,86"
4989905465395693526,130772943_0,g}klFrrguMBG,"LINESTRING(-77.048895 38.89636, -77.048857 38.896341)",POINT(-77.0488759999974 38.8963505000015),110010108003006,0,No Parking,"47,47,47,48,49,50,45,0,0,0,0,21,23,27,32,41,43,0,0,0,69,78,83,82","54,59,58,59,62,64,63,60,61,51,40,35,35,35,37,40,46,48,54,56,61,68,74,75"
-3631948967277715349,130889756_1,sbllFjefuMG?E?,"LINESTRING(-77.041664 38.89722, -77.041664 38.897292)",POINT(-77.041664 38.897256),110010108002012,0,No Parking,"75,74,73,75,75,76,72,0,0,0,0,33,37,43,51,58,62,0,0,0,92,95,96,96","84,86,87,88,88,89,87,85,85,79,71,65,64,65,66,69,75,79,84,86,88,91,92,92"
-8548794991323193894,130908289_1,o~klFbzfuMO?,"LINESTRING(-77.044979 38.896563, -77.044977 38.896644)",POINT(-77.0449780000006 38.8966035),110010108002009,0,No Parking,"59,59,59,60,62,63,59,0,0,0,0,33,35,39,46,54,58,0,0,0,80,85,89,90","70,74,74,76,76,78,77,76,77,69,58,53,52,52,54,58,63,67,70,73,76,82,85,85"
-6577909409169163310,203025090_1,ugklFjjbuM@?,"LINESTRING(-77.021977 38.892906, -77.021977 38.892897)",POINT(-77.021977 38.8929015),110010062021022,0,No Parking,"66,66,66,66,67,66,61,58,0,0,0,29,32,37,44,51,58,0,0,0,66,75,82,85","75,77,76,77,78,79,78,74,68,53,46,35,31,30,30,33,40,35,40,44,51,60,71,72"
-8292460829312215215,203119341_0,c{klFlqfuM?H,"LINESTRING(-77.043585 38.896016, -77.043643 38.896016)",POINT(-77.043614 38.8960160000036),110010108002010,0,No Parking,"77,76,76,77,77,79,77,70,63,54,48,52,55,60,67,73,66,68,72,80,91,92,94,94","80,84,84,85,86,86,86,85,86,82,75,70,69,69,70,72,77,79,83,83,86,88,89,90"
5371211156066414943,297294789_0,_fklFb~auMH?@?,"LINESTRING(-77.020021 38.892644, -77.020017 38.892575)",POINT(-77.020018999999 38.8926095),110010062021021,0,No Parking,"47,46,46,47,47,47,43,37,31,23,21,16,18,23,29,39,52,45,47,61,64,73,81,83","56,60,60,60,62,64,63,59,51,40,28,21,21,21,21,24,32,38,40,43,49,60,67,69"
-1299348935506188021,345633935_1,wtllFhdguMJ?,"LINESTRING(-77.046609 38.900124, -77.04661 38.900061)",POINT(-77.0466095000002 38.9000925),110010108001001,0,No Parking,"68,66,66,67,67,68,64,61,48,37,26,25,26,30,35,42,48,51,58,71,85,90,92,93","74,79,79,81,82,82,81,80,81,74,65,60,58,58,60,63,68,72,74,76,79,84,85,86"
-309963010036121037,436136930_1,ccllF~pfuMD?F?,"LINESTRING(-77.043516 38.897296, -77.043516 38.897233)",POINT(-77.043516 38.8972645),110010108002010,0,No Parking,"78,77,77,78,78,78,76,45,38,30,35,52,54,61,67,72,42,45,50,69,90,90,93,95","82,86,86,88,87,87,87,86,88,85,80,76,75,76,76,79,82,85,87,88,89,91,92,92"
-3314144298555341955,438958617_0,oqllFjsguM?U,"LINESTRING(-77.049021 38.899604, -77.048906 38.899602)",POINT(-77.0489634999992 38.8996030000141),110010108001005,0,No Parking,"62,63,62,63,63,64,63,60,48,37,26,25,27,33,39,47,53,54,57,64,71,78,84,84","76,78,77,78,80,80,80,78,75,68,55,49,49,50,51,53,58,61,64,68,71,76,81,83"
1927018509554529396,543712321_0,eillFfxeuM?H?bF,"LINESTRING(-77.039562 38.898274, -77.040751 38.898274)",POINT(-77.0401565 38.8982740015073),110010108002003,0,No Parking,"73,73,72,73,74,73,69,0,0,0,0,32,33,40,48,56,64,0,0,0,89,93,94,95","81,85,85,86,87,87,86,84,84,77,68,63,61,62,64,67,73,77,82,84,85,88,90,91"
-821505088172702196,543712321_0,eillFd`fuM?vC?F,"LINESTRING(-77.040832 38.898274, -77.041628 38.898274)",POINT(-77.04123 38.8982740006756),110010108002003,0,No Parking,"73,73,72,73,74,73,69,0,0,0,0,32,33,40,48,56,64,0,0,0,89,93,94,95","81,85,85,86,87,87,86,84,84,77,68,63,61,62,64,67,73,77,82,84,85,88,90,91"
-898324609384667956,589533517_1,__llF|dguMH?,"LINESTRING(-77.046712 38.896641, -77.046712 38.896587)",POINT(-77.046712 38.896614),110010108003004,0,No Parking,"73,73,73,74,74,75,72,68,54,44,36,38,42,52,61,71,48,50,54,66,82,86,90,91","80,83,82,83,85,84,84,82,79,73,64,59,58,58,59,61,65,70,75,77,79,83,86,87"
-8226795129019035214,696806634_0,qrklFp{fuMIT,"LINESTRING(-77.045211 38.894645, -77.045315 38.894701)",POINT(-77.0452629999795 38.8946730000115),110010108002020,0,No Parking,"84,85,84,84,84,84,82,77,0,0,0,52,53,59,66,73,79,0,0,0,90,93,95,95","82,88,88,89,90,89,89,88,87,82,73,67,64,65,67,69,74,76,79,82,83,87,89,91"
-3041056008517907786,985426724_0,uullFrrfuMDQ,"LINESTRING(-77.043776 38.900268, -77.043693 38.900237)",POINT(-77.0437344999909 38.9002525000073),110010108001000,0,No Parking,"71,71,70,71,71,71,67,54,42,32,26,28,28,34,39,47,44,48,55,69,83,85,90,91","76,81,82,83,82,83,81,79,78,70,61,55,54,54,56,58,64,69,73,74,77,83,84,86"
-3268001540031103172,1033847614_0,willFnufuM?L,"LINESTRING(-77.044243 38.898356, -77.044313 38.898356)",POINT(-77.044278 38.8983560000052),110010108002006,0,No Parking,"68,67,66,68,68,69,67,63,56,45,33,31,32,38,45,51,57,60,66,76,81,84,89,89","83,84,83,85,85,84,84,82,80,74,65,59,58,60,62,65,71,75,78,81,84,86,89,89"
